Stepgroup Label,Stepgroup Loop,Group,Bidder Group,auctionPrice,highBid,myProfit,newBids,numBidders,rPrice,secondBid
rprice,18,,S.18,46,78,46,a:7:{i:0;d:78;i:1;d:46;i:2;d:10;i:3;d:5;i:4;d:0;i:5;d:0;i:6;d:0;},7,28,46
rprice,19,,S.18,0,36,0,a:7:{i:0;d:36;i:1;d:10;i:2;d:10;i:3;d:7;i:4;d:2;i:5;d:1;i:6;d:0;},7,53,10
rprice,20,,S.18,0,42,0,a:4:{i:0;d:42;i:1;d:22;i:2;d:11;i:3;d:7;},4,44,22
rprice,21,,S.18,34,47,34,a:7:{i:0;d:47;i:1;d:25;i:2;d:16;i:3;d:12;i:4;d:10;i:5;d:3;i:6;d:1;},7,34,25
rprice,22,,S.18,51,55,51,a:4:{i:0;d:55;i:1;d:51;i:2;d:16;i:3;d:3;},4,33,51
rprice,23,,S.18,0,66,0,a:7:{i:0;d:66;i:1;d:59;i:2;d:59;i:3;d:47;i:4;d:25;i:5;d:3;i:6;d:0;},7,73,59
rprice,24,,S.18,28,49,28,a:1:{i:0;d:49;},1,28,0
rprice,25,,S.18,0,13,0,a:1:{i:0;d:13;},1,44,0
rprice,26,,S.18,33,94,33,a:1:{i:0;d:94;},1,33,0
rprice,27,,S.18,0,1,0,a:1:{i:0;d:1;},1,38,0
rprice,28,,S.18,65,70,65,a:10:{i:0;d:70;i:1;d:57;i:2;d:53;i:3;d:27;i:4;d:9;i:5;d:5;i:6;d:5;i:7;d:1;i:8;d:1;i:9;d:0;},10,65,57
rprice,29,,S.18,29,44,29,a:4:{i:0;d:44;i:1;d:26;i:2;d:9;i:3;d:1;},4,29,26
rprice,30,,S.18,0,5,0,a:1:{i:0;d:5;},1,33,0
rprice,31,,S.18,0,9,0,a:4:{i:0;d:9;i:1;d:9;i:2;d:1;i:3;d:0;},4,28,9
rprice,32,,S.18,0,14,0,a:1:{i:0;d:14;},1,88,0
rprice,33,,S.18,33,46,33,a:7:{i:0;d:46;i:1;d:33;i:2;d:18;i:3;d:13;i:4;d:4;i:5;d:1;i:6;d:0;},7,28,33
rprice,34,,S.18,0,0,0,a:1:{i:0;d:0;},1,33,0
rprice,35,,S.18,18,34,18,a:4:{i:0;d:34;i:1;d:9;i:2;d:6;i:3;d:0;},4,18,9
rprice,36,,S.18,0,88,0,a:4:{i:0;d:88;i:1;d:75;i:2;d:47;i:3;d:0;},4,99,75
rprice,37,,S.18,68,94,68,a:10:{i:0;d:94;i:1;d:68;i:2;d:47;i:3;d:27;i:4;d:22;i:5;d:12;i:6;d:9;i:7;d:5;i:8;d:0;i:9;d:0;},10,50,68
rprice,38,,S.18,75,83,75,a:10:{i:0;d:83;i:1;d:75;i:2;d:42;i:3;d:33;i:4;d:31;i:5;d:10;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,50,75
rprice,39,,S.18,24,88,24,a:7:{i:0;d:88;i:1;d:24;i:2;d:22;i:3;d:8;i:4;d:6;i:5;d:5;i:6;d:0;},7,20,24
rprice,40,,S.18,44,49,44,a:7:{i:0;d:49;i:1;d:44;i:2;d:21;i:3;d:19;i:4;d:7;i:5;d:4;i:6;d:0;},7,22,44
rprice,41,,S.18,0,9,0,a:1:{i:0;d:9;},1,39,0
rprice,42,,S.18,61,68,61,a:7:{i:0;d:68;i:1;d:61;i:2;d:47;i:3;d:27;i:4;d:22;i:5;d:12;i:6;d:6;},7,20,61
rprice,43,,S.18,23,70,23,a:4:{i:0;d:70;i:1;d:23;i:2;d:12;i:3;d:10;},4,20,23
rprice,44,,S.18,0,0,0,a:1:{i:0;d:0;},1,20,0
rprice,45,,S.18,36,47,36,a:7:{i:0;d:47;i:1;d:36;i:2;d:6;i:3;d:3;i:4;d:2;i:5;d:0;i:6;d:0;},7,22,36
rprice,46,,S.18,0,0,0,a:1:{i:0;d:0;},1,20,0
rprice,47,,S.18,0,5,0,a:1:{i:0;d:5;},1,26,0
rprice,48,,S.18,30,34,30,a:4:{i:0;d:34;i:1;d:8;i:2;d:0;i:3;d:0;},4,30,8
rprice,49,,S.18,29,44,29,a:7:{i:0;d:44;i:1;d:25;i:2;d:12;i:3;d:2;i:4;d:2;i:5;d:0;i:6;d:0;},7,29,25
rprice,50,,S.18,0,27,0,a:7:{i:0;d:27;i:1;d:24;i:2;d:20;i:3;d:20;i:4;d:13;i:5;d:9;i:6;d:0;},7,30,24
rprice,51,,S.18,17,18,17,a:4:{i:0;d:18;i:1;d:17;i:2;d:0;i:3;d:0;},4,2,17
rprice,52,,S.18,0,13,0,a:1:{i:0;d:13;},1,20,0
rprice,53,,S.18,17,91,17,a:1:{i:0;d:91;},1,17,0
rprice,54,,S.18,20,27,20,a:1:{i:0;d:27;},1,20,0
rprice,55,,S.18,46,68,46,a:10:{i:0;d:68;i:1;d:46;i:2;d:42;i:3;d:14;i:4;d:7;i:5;d:6;i:6;d:6;i:7;d:0;i:8;d:0;i:9;d:0;},10,10,46
rprice,56,,S.18,0,2,0,a:1:{i:0;d:2;},1,33,0
rprice,57,,S.18,88,94,88,a:10:{i:0;d:94;i:1;d:88;i:2;d:47;i:3;d:21;i:4;d:19;i:5;d:14;i:6;d:5;i:7;d:0;i:8;d:0;i:9;d:0;},10,55,88
rprice,58,,S.18,9,47,9,a:1:{i:0;d:47;},1,9,0
rprice,59,,S.18,10,31,10,a:4:{i:0;d:31;i:1;d:1;i:2;d:0;i:3;d:0;},4,10,1
rprice,60,,S.18,57,91,57,a:10:{i:0;d:91;i:1;d:57;i:2;d:5;i:3;d:1;i:4;d:0;i:5;d:0;i:6;d:0;i:7;d:0;i:8;d:0;i:9;d:0;},10,8,57
rprice,1,,S.19,55,68,55,a:7:{i:0;d:68;i:1;d:55;i:2;d:23;i:3;d:20;i:4;d:19;i:5;d:0;i:6;d:0;},7,50,55
rprice,2,,S.19,90,100,90,a:7:{i:0;d:100;i:1;d:66;i:2;d:22;i:3;d:10;i:4;d:6;i:5;d:1;i:6;d:0;},7,90,66
rprice,3,,S.19,0,0,0,a:1:{i:0;d:0;},1,100,0
rprice,4,,S.19,0,27,0,a:4:{i:0;d:27;i:1;d:9;i:2;d:1;i:3;d:0;},4,90,9
rprice,5,,S.19,70,78,70,a:4:{i:0;d:78;i:1;d:5;i:2;d:2;i:3;d:0;},4,70,5
rprice,6,,S.19,70,83,70,a:7:{i:0;d:83;i:1;d:64;i:2;d:27;i:3;d:13;i:4;d:10;i:5;d:0;i:6;d:0;},7,70,64
rprice,7,,S.19,0,46,0,a:1:{i:0;d:46;},1,70,0
rprice,8,,S.19,0,25,0,a:1:{i:0;d:25;},1,60,0
rprice,9,,S.19,0,5,0,a:1:{i:0;d:5;},1,60,0
rprice,10,,S.19,50,88,50,a:10:{i:0;d:88;i:1;d:47;i:2;d:46;i:3;d:37;i:4;d:10;i:5;d:9;i:6;d:8;i:7;d:0;i:8;d:0;i:9;d:0;},10,50,47
rprice,11,,S.19,79,97,79,a:7:{i:0;d:97;i:1;d:61;i:2;d:36;i:3;d:10;i:4;d:9;i:5;d:1;i:6;d:0;},7,79,61
rprice,12,,S.19,0,9,0,a:4:{i:0;d:9;i:1;d:1;i:2;d:0;i:3;d:0;},4,80,1
rprice,13,,S.19,0,78,0,a:10:{i:0;d:78;i:1;d:70;i:2;d:66;i:3;d:36;i:4;d:13;i:5;d:8;i:6;d:3;i:7;d:1;i:8;d:1;i:9;d:0;},10,100,70
rprice,14,,S.19,57,57,57,a:7:{i:0;d:57;i:1;d:57;i:2;d:49;i:3;d:24;i:4;d:4;i:5;d:1;i:6;d:0;},7,40,57
rprice,15,,S.19,30,80,30,a:1:{i:0;d:80;},1,30,0
rprice,16,,S.19,60,66,60,a:7:{i:0;d:66;i:1;d:59;i:2;d:59;i:3;d:47;i:4;d:25;i:5;d:3;i:6;d:0;},7,60,59
rprice,17,,S.19,0,10,0,a:4:{i:0;d:10;i:1;d:7;i:2;d:6;i:3;d:5;},4,50,7
rprice,18,,S.19,40,70,40,a:4:{i:0;d:70;i:1;d:26;i:2;d:8;i:3;d:0;},4,40,26
rprice,19,,S.19,60,83,60,a:7:{i:0;d:83;i:1;d:49;i:2;d:13;i:3;d:4;i:4;d:1;i:5;d:1;i:6;d:0;},7,60,49
rprice,20,,S.19,80,100,80,a:10:{i:0;d:100;i:1;d:33;i:2;d:24;i:3;d:22;i:4;d:22;i:5;d:21;i:6;d:10;i:7;d:7;i:8;d:4;i:9;d:3;},10,80,33
rprice,21,,S.19,0,23,0,a:4:{i:0;d:23;i:1;d:21;i:2;d:6;i:3;d:2;},4,90,21
rprice,22,,S.19,50,59,50,a:10:{i:0;d:59;i:1;d:44;i:2;d:37;i:3;d:11;i:4;d:9;i:5;d:9;i:6;d:8;i:7;d:8;i:8;d:0;i:9;d:0;},10,50,44
rprice,23,,S.19,0,14,0,a:1:{i:0;d:14;},1,20,0
rprice,24,,S.19,0,11,0,a:1:{i:0;d:11;},1,30,0
rprice,25,,S.19,46,86,46,a:7:{i:0;d:86;i:1;d:46;i:2;d:41;i:3;d:19;i:4;d:12;i:5;d:3;i:6;d:3;},7,32,46
rprice,26,,S.19,0,2,0,a:1:{i:0;d:2;},1,90,0
rprice,27,,S.19,0,68,0,a:7:{i:0;d:68;i:1;d:55;i:2;d:23;i:3;d:20;i:4;d:19;i:5;d:0;i:6;d:0;},7,90,55
rprice,28,,S.19,0,5,0,a:1:{i:0;d:5;},1,80,0
rprice,29,,S.19,40,49,40,a:1:{i:0;d:49;},1,40,0
rprice,30,,S.19,60,64,60,a:7:{i:0;d:64;i:1;d:59;i:2;d:27;i:3;d:9;i:4;d:2;i:5;d:0;i:6;d:0;},7,60,59
rprice,31,,S.19,60,66,60,a:7:{i:0;d:66;i:1;d:59;i:2;d:59;i:3;d:47;i:4;d:25;i:5;d:3;i:6;d:0;},7,60,59
rprice,32,,S.19,0,12,0,a:4:{i:0;d:12;i:1;d:2;i:2;d:0;i:3;d:0;},4,50,2
rprice,33,,S.19,70,78,70,a:10:{i:0;d:78;i:1;d:70;i:2;d:66;i:3;d:36;i:4;d:13;i:5;d:8;i:6;d:3;i:7;d:1;i:8;d:1;i:9;d:0;},10,60,70
rprice,34,,S.19,70,83,70,a:10:{i:0;d:83;i:1;d:55;i:2;d:51;i:3;d:25;i:4;d:15;i:5;d:7;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,70,55
rprice,35,,S.19,0,27,0,a:1:{i:0;d:27;},1,80,0
rprice,36,,S.19,50,68,50,a:4:{i:0;d:68;i:1;d:46;i:2;d:3;i:3;d:0;},4,50,46
rprice,37,,S.19,94,100,94,a:10:{i:0;d:100;i:1;d:94;i:2;d:86;i:3;d:66;i:4;d:47;i:5;d:46;i:6;d:42;i:7;d:2;i:8;d:2;i:9;d:1;},10,20,94
rprice,38,,S.19,30,47,30,a:7:{i:0;d:47;i:1;d:3;i:2;d:2;i:3;d:1;i:4;d:1;i:5;d:0;i:6;d:0;},7,30,3
rprice,39,,S.19,10,80,10,a:1:{i:0;d:80;},1,10,0
rprice,40,,S.19,91,91,91,a:10:{i:0;d:91;i:1;d:91;i:2;d:78;i:3;d:51;i:4;d:15;i:5;d:14;i:6;d:5;i:7;d:3;i:8;d:2;i:9;d:1;},10,20,91
rprice,41,,S.19,30,80,30,a:10:{i:0;d:80;i:1;d:24;i:2;d:23;i:3;d:16;i:4;d:7;i:5;d:5;i:6;d:5;i:7;d:1;i:8;d:0;i:9;d:0;},10,30,24
rprice,42,,S.19,0,1,0,a:1:{i:0;d:1;},1,20,0
rprice,43,,S.19,59,68,59,a:4:{i:0;d:68;i:1;d:59;i:2;d:34;i:3;d:0;},4,30,59
rprice,44,,S.19,40,47,40,a:7:{i:0;d:47;i:1;d:29;i:2;d:26;i:3;d:17;i:4;d:5;i:5;d:0;i:6;d:0;},7,40,29
rprice,45,,S.19,70,78,70,a:10:{i:0;d:78;i:1;d:70;i:2;d:66;i:3;d:36;i:4;d:13;i:5;d:8;i:6;d:3;i:7;d:1;i:8;d:1;i:9;d:0;},10,30,70
rprice,46,,S.19,0,0,0,a:1:{i:0;d:0;},1,10,0
rprice,47,,S.19,20,49,20,a:1:{i:0;d:49;},1,20,0
rprice,48,,S.19,25,47,25,a:7:{i:0;d:47;i:1;d:25;i:2;d:9;i:3;d:9;i:4;d:3;i:5;d:0;i:6;d:0;},7,0,25
rprice,49,,S.19,0,13,0,a:1:{i:0;d:13;},1,30,0
rprice,50,,S.19,46,70,46,a:7:{i:0;d:70;i:1;d:46;i:2;d:44;i:3;d:25;i:4;d:24;i:5;d:20;i:6;d:19;},7,20,46
rprice,51,,S.19,83,91,83,a:10:{i:0;d:91;i:1;d:83;i:2;d:66;i:3;d:61;i:4;d:53;i:5;d:47;i:6;d:7;i:7;d:3;i:8;d:1;i:9;d:0;},10,40,83
rprice,52,,S.19,30,31,30,a:4:{i:0;d:31;i:1;d:1;i:2;d:0;i:3;d:0;},4,30,1
rprice,53,,S.19,0,31,0,a:4:{i:0;d:31;i:1;d:1;i:2;d:0;i:3;d:0;},4,40,1
rprice,54,,S.19,34,68,34,a:7:{i:0;d:68;i:1;d:34;i:2;d:23;i:3;d:19;i:4;d:12;i:5;d:3;i:6;d:1;},7,30,34
rprice,55,,S.19,64,94,64,a:10:{i:0;d:94;i:1;d:64;i:2;d:12;i:3;d:10;i:4;d:9;i:5;d:5;i:6;d:2;i:7;d:0;i:8;d:0;i:9;d:0;},10,20,64
rprice,56,,S.19,39,46,39,a:7:{i:0;d:46;i:1;d:33;i:2;d:18;i:3;d:13;i:4;d:4;i:5;d:1;i:6;d:0;},7,39,33
rprice,57,,S.19,83,91,83,a:10:{i:0;d:91;i:1;d:83;i:2;d:73;i:3;d:66;i:4;d:61;i:5;d:47;i:6;d:7;i:7;d:3;i:8;d:1;i:9;d:0;},10,40,83
rprice,58,,S.19,40,55,40,a:10:{i:0;d:55;i:1;d:34;i:2;d:23;i:3;d:13;i:4;d:8;i:5;d:5;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,40,34
rprice,59,,S.19,0,0,0,a:1:{i:0;d:0;},1,43,0
rprice,60,,S.19,0,0,0,a:1:{i:0;d:0;},1,34,0
rprice,1,,S.2,0,0,0,a:1:{i:0;d:0;},1,10,0
rprice,2,,S.2,5,78,5,a:4:{i:0;d:78;i:1;d:5;i:2;d:2;i:3;d:0;},4,2,5
rprice,3,,S.2,0,49,0,a:1:{i:0;d:49;},1,0,0
rprice,4,,S.2,20,46,20,a:4:{i:0;d:46;i:1;d:20;i:2;d:0;i:3;d:0;},4,5,20
rprice,5,,S.2,46,86,46,a:7:{i:0;d:86;i:1;d:46;i:2;d:41;i:3;d:19;i:4;d:12;i:5;d:3;i:6;d:3;},7,6,46
rprice,6,,S.2,64,70,64,a:7:{i:0;d:70;i:1;d:64;i:2;d:49;i:3;d:24;i:4;d:3;i:5;d:1;i:6;d:0;},7,5,64
rprice,7,,S.2,0,5,0,a:1:{i:0;d:5;},1,10,0
rprice,8,,S.2,0,41,0,a:1:{i:0;d:41;},1,0,0
rprice,9,,S.2,3,86,3,a:1:{i:0;d:86;},1,3,0
rprice,10,,S.2,41,41,41,a:10:{i:0;d:41;i:1;d:41;i:2;d:14;i:3;d:14;i:4;d:8;i:5;d:2;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,8,41
rprice,11,,S.2,94,100,94,a:10:{i:0;d:100;i:1;d:94;i:2;d:26;i:3;d:21;i:4;d:9;i:5;d:2;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,9,94
rprice,12,,S.2,16,17,16,a:1:{i:0;d:17;},1,16,0
rprice,13,,S.2,70,91,70,a:10:{i:0;d:91;i:1;d:70;i:2;d:36;i:3;d:13;i:4;d:4;i:5;d:2;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,30,70
rprice,14,,S.2,15,86,15,a:4:{i:0;d:86;i:1;d:15;i:2;d:12;i:3;d:1;},4,4,15
rprice,15,,S.2,17,18,17,a:4:{i:0;d:18;i:1;d:17;i:2;d:0;i:3;d:0;},4,7,17
rprice,16,,S.2,24,80,24,a:10:{i:0;d:80;i:1;d:24;i:2;d:23;i:3;d:16;i:4;d:7;i:5;d:5;i:6;d:5;i:7;d:1;i:8;d:0;i:9;d:0;},10,12,24
rprice,17,,S.2,1,15,1,a:1:{i:0;d:15;},1,1,0
rprice,18,,S.2,0,80,0,a:1:{i:0;d:80;},1,0,0
rprice,19,,S.2,0,10,0,a:1:{i:0;d:10;},1,0,0
rprice,20,,S.2,10,46,10,a:1:{i:0;d:46;},1,10,0
rprice,21,,S.2,39,51,39,a:10:{i:0;d:51;i:1;d:39;i:2;d:33;i:3;d:29;i:4;d:11;i:5;d:7;i:6;d:3;i:7;d:1;i:8;d:0;i:9;d:0;},10,12,39
rprice,22,,S.2,29,47,29,a:7:{i:0;d:47;i:1;d:29;i:2;d:26;i:3;d:17;i:4;d:5;i:5;d:0;i:6;d:0;},7,15,29
rprice,23,,S.2,70,91,70,a:10:{i:0;d:91;i:1;d:70;i:2;d:36;i:3;d:13;i:4;d:4;i:5;d:2;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,13,70
rprice,24,,S.2,0,9,0,a:1:{i:0;d:9;},1,12,0
rprice,25,,S.2,21,23,21,a:4:{i:0;d:23;i:1;d:21;i:2;d:6;i:3;d:2;},4,13,21
rprice,26,,S.2,9,88,9,a:4:{i:0;d:88;i:1;d:9;i:2;d:1;i:3;d:0;},4,6,9
rprice,27,,S.2,42,61,42,a:4:{i:0;d:61;i:1;d:42;i:2;d:3;i:3;d:0;},4,12,42
rprice,28,,S.2,94,94,94,a:10:{i:0;d:94;i:1;d:94;i:2;d:80;i:3;d:41;i:4;d:31;i:5;d:23;i:6;d:15;i:7;d:13;i:8;d:4;i:9;d:0;},10,13,94
rprice,29,,S.2,0,2,0,a:1:{i:0;d:2;},1,13,0
rprice,30,,S.2,73,100,73,a:10:{i:0;d:100;i:1;d:73;i:2;d:49;i:3;d:42;i:4;d:22;i:5;d:11;i:6;d:7;i:7;d:4;i:8;d:4;i:9;d:2;},10,13,73
rprice,31,,S.2,42,80,42,a:10:{i:0;d:80;i:1;d:42;i:2;d:37;i:3;d:24;i:4;d:22;i:5;d:9;i:6;d:8;i:7;d:7;i:8;d:0;i:9;d:0;},10,13,42
rprice,32,,S.2,41,97,41,a:10:{i:0;d:97;i:1;d:41;i:2;d:39;i:3;d:9;i:4;d:7;i:5;d:3;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,13,41
rprice,33,,S.2,21,66,21,a:7:{i:0;d:66;i:1;d:21;i:2;d:12;i:3;d:3;i:4;d:2;i:5;d:1;i:6;d:0;},7,14,21
rprice,34,,S.2,23,94,23,a:7:{i:0;d:94;i:1;d:23;i:2;d:13;i:3;d:4;i:4;d:1;i:5;d:0;i:6;d:0;},7,15,23
rprice,35,,S.2,83,91,83,a:10:{i:0;d:91;i:1;d:83;i:2;d:73;i:3;d:66;i:4;d:61;i:5;d:47;i:6;d:7;i:7;d:3;i:8;d:1;i:9;d:0;},10,14,83
rprice,36,,S.2,0,2,0,a:1:{i:0;d:2;},1,5,0
rprice,37,,S.2,0,0,0,a:1:{i:0;d:0;},1,5,0
rprice,38,,S.2,3,6,3,a:1:{i:0;d:6;},1,3,0
rprice,39,,S.2,18,83,18,a:10:{i:0;d:83;i:1;d:18;i:2;d:13;i:3;d:13;i:4;d:12;i:5;d:5;i:6;d:2;i:7;d:0;i:8;d:0;i:9;d:0;},10,12,18
rprice,40,,S.2,64,83,64,a:10:{i:0;d:83;i:1;d:64;i:2;d:55;i:3;d:51;i:4;d:37;i:5;d:16;i:6;d:3;i:7;d:1;i:8;d:0;i:9;d:0;},10,12,64
rprice,41,,S.2,55,86,55,a:10:{i:0;d:86;i:1;d:55;i:2;d:47;i:3;d:6;i:4;d:4;i:5;d:4;i:6;d:2;i:7;d:1;i:8;d:0;i:9;d:0;},10,13,55
rprice,42,,S.2,21,23,21,a:4:{i:0;d:23;i:1;d:21;i:2;d:6;i:3;d:2;},4,13,21
rprice,43,,S.2,59,68,59,a:4:{i:0;d:68;i:1;d:59;i:2;d:34;i:3;d:0;},4,13,59
rprice,44,,S.2,0,0,0,a:1:{i:0;d:0;},1,4,0
rprice,45,,S.2,22,86,22,a:10:{i:0;d:86;i:1;d:22;i:2;d:21;i:3;d:20;i:4;d:15;i:5;d:13;i:6;d:12;i:7;d:2;i:8;d:1;i:9;d:0;},10,14,22
rprice,46,,S.2,44,66,44,a:4:{i:0;d:66;i:1;d:44;i:2;d:1;i:3;d:1;},4,14,44
rprice,47,,S.2,42,75,42,a:4:{i:0;d:75;i:1;d:42;i:2;d:27;i:3;d:5;},4,14,42
rprice,48,,S.2,0,0,0,a:1:{i:0;d:0;},1,3,0
rprice,49,,S.2,14,86,14,a:1:{i:0;d:86;},1,14,0
rprice,50,,S.2,16,78,16,a:4:{i:0;d:78;i:1;d:5;i:2;d:2;i:3;d:0;},4,16,5
rprice,51,,S.2,26,70,26,a:7:{i:0;d:70;i:1;d:26;i:2;d:8;i:3;d:3;i:4;d:0;i:5;d:0;i:6;d:0;},7,25,26
rprice,52,,S.2,83,100,83,a:4:{i:0;d:100;i:1;d:83;i:2;d:4;i:3;d:2;},4,17,83
rprice,53,,S.2,59,66,59,a:7:{i:0;d:66;i:1;d:59;i:2;d:59;i:3;d:47;i:4;d:25;i:5;d:3;i:6;d:0;},7,40,59
rprice,54,,S.2,0,21,0,a:7:{i:0;d:21;i:1;d:9;i:2;d:9;i:3;d:3;i:4;d:2;i:5;d:2;i:6;d:0;},7,40,9
rprice,55,,S.2,68,100,68,a:10:{i:0;d:100;i:1;d:68;i:2;d:66;i:3;d:34;i:4;d:17;i:5;d:15;i:6;d:9;i:7;d:5;i:8;d:0;i:9;d:0;},10,40,68
rprice,56,,S.2,41,70,41,a:10:{i:0;d:70;i:1;d:41;i:2;d:33;i:3;d:23;i:4;d:19;i:5;d:11;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,40,41
rprice,57,,S.2,0,0,0,a:1:{i:0;d:0;},1,12,0
rprice,58,,S.2,41,97,41,a:7:{i:0;d:97;i:1;d:41;i:2;d:36;i:3;d:15;i:4;d:15;i:5;d:7;i:6;d:6;},7,30,41
rprice,59,,S.2,78,83,78,a:10:{i:0;d:83;i:1;d:78;i:2;d:59;i:3;d:49;i:4;d:5;i:5;d:2;i:6;d:1;i:7;d:0;i:8;d:0;i:9;d:0;},10,40,78
rprice,60,,S.2,55,100,55,a:10:{i:0;d:100;i:1;d:55;i:2;d:49;i:3;d:42;i:4;d:22;i:5;d:11;i:6;d:7;i:7;d:4;i:8;d:4;i:9;d:2;},10,40,55
rprice,1,,S.20,78,94,78,a:10:{i:0;d:94;i:1;d:78;i:2;d:75;i:3;d:41;i:4;d:33;i:5;d:20;i:6;d:5;i:7;d:1;i:8;d:0;i:9;d:0;},10,30,78
rprice,2,,S.20,39,51,39,a:10:{i:0;d:51;i:1;d:39;i:2;d:33;i:3;d:29;i:4;d:11;i:5;d:7;i:6;d:3;i:7;d:1;i:8;d:0;i:9;d:0;},10,30,39
rprice,3,,S.20,49,70,49,a:10:{i:0;d:70;i:1;d:49;i:2;d:27;i:3;d:25;i:4;d:6;i:5;d:5;i:6;d:3;i:7;d:2;i:8;d:0;i:9;d:0;},10,30,49
rprice,4,,S.20,0,2,0,a:4:{i:0;d:2;i:1;d:1;i:2;d:0;i:3;d:0;},4,30,1
rprice,5,,S.20,31,37,31,a:4:{i:0;d:37;i:1;d:31;i:2;d:24;i:3;d:0;},4,30,31
rprice,6,,S.20,0,23,0,a:4:{i:0;d:23;i:1;d:21;i:2;d:6;i:3;d:2;},4,30,21
rprice,7,,S.20,0,2,0,a:1:{i:0;d:2;},1,30,0
rprice,8,,S.20,40,47,40,a:7:{i:0;d:47;i:1;d:29;i:2;d:26;i:3;d:17;i:4;d:5;i:5;d:0;i:6;d:0;},7,40,29
rprice,9,,S.20,0,0,0,a:1:{i:0;d:0;},1,10,0
rprice,10,,S.20,64,83,64,a:10:{i:0;d:83;i:1;d:64;i:2;d:55;i:3;d:51;i:4;d:37;i:5;d:16;i:6;d:3;i:7;d:1;i:8;d:0;i:9;d:0;},10,40,64
rprice,11,,S.20,83,91,83,a:10:{i:0;d:91;i:1;d:83;i:2;d:73;i:3;d:61;i:4;d:53;i:5;d:47;i:6;d:7;i:7;d:3;i:8;d:1;i:9;d:0;},10,40,83
rprice,12,,S.20,59,66,59,a:7:{i:0;d:66;i:1;d:59;i:2;d:59;i:3;d:47;i:4;d:25;i:5;d:3;i:6;d:0;},7,30,59
rprice,13,,S.20,66,75,66,a:10:{i:0;d:75;i:1;d:66;i:2;d:44;i:3;d:33;i:4;d:10;i:5;d:10;i:6;d:1;i:7;d:1;i:8;d:0;i:9;d:0;},10,40,66
rprice,14,,S.20,1,5,1,a:1:{i:0;d:5;},1,1,0
rprice,15,,S.20,42,78,42,a:7:{i:0;d:78;i:1;d:42;i:2;d:39;i:3;d:30;i:4;d:9;i:5;d:5;i:6;d:1;},7,30,42
rprice,16,,S.20,91,91,91,a:10:{i:0;d:91;i:1;d:91;i:2;d:78;i:3;d:51;i:4;d:15;i:5;d:14;i:6;d:5;i:7;d:3;i:8;d:2;i:9;d:1;},10,40,91
rprice,17,,S.20,83,100,83,a:4:{i:0;d:100;i:1;d:83;i:2;d:4;i:3;d:2;},4,10,83
rprice,18,,S.20,59,68,59,a:4:{i:0;d:68;i:1;d:59;i:2;d:34;i:3;d:0;},4,20,59
rprice,19,,S.20,0,0,0,a:1:{i:0;d:0;},1,1,0
rprice,20,,S.20,64,80,64,a:4:{i:0;d:80;i:1;d:64;i:2;d:2;i:3;d:2;},4,20,64
rprice,21,,S.20,20,41,20,a:4:{i:0;d:41;i:1;d:15;i:2;d:7;i:3;d:0;},4,20,15
rprice,22,,S.20,20,46,20,a:4:{i:0;d:46;i:1;d:20;i:2;d:0;i:3;d:0;},4,20,20
rprice,23,,S.20,40,59,40,a:10:{i:0;d:59;i:1;d:37;i:2;d:25;i:3;d:13;i:4;d:7;i:5;d:4;i:6;d:2;i:7;d:2;i:8;d:0;i:9;d:0;},10,40,37
rprice,24,,S.20,70,78,70,a:10:{i:0;d:78;i:1;d:70;i:2;d:61;i:3;d:59;i:4;d:57;i:5;d:39;i:6;d:23;i:7;d:13;i:8;d:5;i:9;d:1;},10,40,70
rprice,25,,S.20,36,47,36,a:7:{i:0;d:47;i:1;d:36;i:2;d:6;i:3;d:3;i:4;d:2;i:5;d:0;i:6;d:0;},7,30,36
rprice,26,,S.20,55,86,55,a:10:{i:0;d:86;i:1;d:55;i:2;d:47;i:3;d:37;i:4;d:6;i:5;d:4;i:6;d:4;i:7;d:1;i:8;d:1;i:9;d:0;},10,40,55
rprice,27,,S.20,0,18,0,a:4:{i:0;d:18;i:1;d:17;i:2;d:0;i:3;d:0;},4,20,17
rprice,28,,S.20,70,78,70,a:10:{i:0;d:78;i:1;d:70;i:2;d:61;i:3;d:59;i:4;d:57;i:5;d:39;i:6;d:23;i:7;d:13;i:8;d:5;i:9;d:1;},10,40,70
rprice,29,,S.20,1,6,1,a:1:{i:0;d:6;},1,1,0
rprice,30,,S.20,0,20,0,a:4:{i:0;d:20;i:1;d:15;i:2;d:12;i:3;d:0;},4,20,15
rprice,31,,S.20,20,78,20,a:4:{i:0;d:78;i:1;d:5;i:2;d:2;i:3;d:0;},4,20,5
rprice,32,,S.20,50,78,50,a:10:{i:0;d:78;i:1;d:37;i:2;d:34;i:3;d:27;i:4;d:18;i:5;d:12;i:6;d:2;i:7;d:1;i:8;d:0;i:9;d:0;},10,50,37
