bidder_group,round,ai_reserve_price,human_reserve_price,num_bidder,bid_prices,mode,context_num
S.2,59,13,40,10,"[83, 78, 59, 49, 5, 2, 1, 0, 0, 0]",regionshuffle,30
S.2,60,13,40,10,"[100, 55, 49, 42, 22, 11, 7, 4, 4, 2]",regionshuffle,30
S.20,31,20,20,4,"[78, 5, 2, 0]",regionshuffle,30
S.20,32,40,50,10,"[78, 37, 34, 27, 18, 12, 2, 1, 0, 0]",regionshuffle,30
S.20,33,20,30,4,"[75, 42, 27, 5]",regionshuffle,30
S.20,34,1,10,1,[91],regionshuffle,30
S.20,35,20,30,4,"[44, 26, 9, 1]",regionshuffle,30
S.20,36,40,50,10,"[78, 70, 61, 59, 57, 39, 23, 13, 5, 1]",regionshuffle,30
S.20,37,20,30,4,"[49, 44, 13, 3]",regionshuffle,30
S.20,38,20,40,4,"[13, 1, 0, 0]",regionshuffle,30
S.20,39,20,35,4,"[78, 61, 16, 3]",regionshuffle,30
S.20,40,1,10,1,[1],regionshuffle,30
S.20,41,30,50,7,"[46, 33, 18, 13, 4, 1, 0]",regionshuffle,30
S.20,42,1,10,1,[1],regionshuffle,30
S.20,43,1,5,1,[20],regionshuffle,30
S.20,44,20,30,4,"[75, 29, 5, 1]",regionshuffle,30
S.20,45,1,8,1,[1],regionshuffle,30
S.20,46,40,50,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.20,47,40,50,10,"[59, 44, 37, 11, 9, 9, 8, 8, 0, 0]",regionshuffle,30
S.20,48,30,40,7,"[100, 51, 46, 33, 23, 5, 4]",regionshuffle,30
S.20,49,40,50,10,"[80, 42, 37, 24, 22, 9, 8, 7, 0, 0]",regionshuffle,30
S.20,50,20,30,4,"[46, 20, 0, 0]",regionshuffle,30
S.20,51,1,5,1,[10],regionshuffle,30
S.20,52,30,30,7,"[46, 33, 18, 13, 4, 1, 0]",regionshuffle,30
S.20,53,30,30,7,"[66, 59, 59, 47, 25, 3, 0]",regionshuffle,30
S.20,54,30,30,7,"[94, 94, 80, 31, 23, 15, 4]",regionshuffle,30
S.20,55,1,2,1,[2],regionshuffle,30
S.20,56,1,5,1,[0],regionshuffle,30
S.20,57,20,30,4,"[61, 42, 3, 0]",regionshuffle,30
S.20,58,30,40,7,"[44, 42, 37, 15, 4, 1, 0]",regionshuffle,30
S.20,59,1,5,1,[11],regionshuffle,30
S.20,60,1,1,1,[1],regionshuffle,30
S.21,31,30,30,4,"[7, 6, 4, 0]",regionshuffle,30
S.21,32,5,1,1,[4],regionshuffle,30
S.21,33,5,1,1,[13],regionshuffle,30
S.21,34,5,1,1,[13],regionshuffle,30
S.21,35,70,85,10,"[61, 31, 17, 16, 13, 9, 4, 2, 2, 0]",regionshuffle,30
S.21,36,30,35,4,"[100, 68, 7, 3]",regionshuffle,30
S.21,37,5,1,1,[13],regionshuffle,30
S.21,38,30,35,4,"[31, 1, 0, 0]",regionshuffle,30
S.21,39,65,80,10,"[51, 42, 36, 36, 14, 2, 2, 2, 2, 0]",regionshuffle,30
S.21,40,25,35,4,"[97, 41, 8, 1]",regionshuffle,30
S.21,41,40,60,7,"[68, 55, 23, 20, 19, 0, 0]",regionshuffle,30
S.21,42,40,45,7,"[57, 57, 49, 24, 4, 1, 0]",regionshuffle,30
S.21,43,45,40,7,"[100, 64, 61, 41, 13, 3, 0]",regionshuffle,30
S.21,44,2,1,1,[51],regionshuffle,30
S.21,45,70,45,10,"[47, 29, 26, 22, 17, 13, 5, 3, 0, 0]",regionshuffle,30
S.21,46,30,30,4,"[75, 42, 27, 5]",regionshuffle,30
S.21,47,65,85,10,"[100, 88, 14, 13, 4, 1, 1, 0, 0, 0]",regionshuffle,30
S.21,48,50,65,7,"[46, 33, 18, 13, 4, 1, 0]",regionshuffle,30
S.21,49,70,85,10,"[73, 27, 18, 12, 4, 2, 2, 0, 0, 0]",regionshuffle,30
S.21,50,25,64,4,"[2, 1, 0, 0]",regionshuffle,30
S.21,51,65,64,10,"[86, 57, 51, 44, 37, 23, 16, 9, 3, 1]",regionshuffle,30
S.21,52,5,1,1,[2],regionshuffle,30
S.21,53,70,85,10,"[41, 41, 14, 14, 8, 2, 1, 0, 0, 0]",regionshuffle,30
S.21,54,70,64,10,"[83, 64, 55, 51, 37, 16, 3, 1, 0, 0]",regionshuffle,30
S.21,55,30,45,4,"[83, 80, 61, 55]",regionshuffle,30
S.21,56,30,35,4,"[49, 17, 4, 2]",regionshuffle,30
S.21,57,2,1,1,[34],regionshuffle,30
S.21,58,50,65,7,"[100, 22, 21, 9, 6, 1, 1]",regionshuffle,30
S.21,59,50,64,7,"[64, 57, 16, 4, 4, 2, 2]",regionshuffle,30
S.21,60,2,1,1,[0],regionshuffle,30
S.22,31,20,15,1,[36],regionshuffle,30
S.22,32,60,50,10,"[97, 80, 70, 64, 18, 6, 0, 0, 0, 0]",regionshuffle,30
S.22,33,20,18,1,[44],regionshuffle,30
S.22,34,50,50,7,"[75, 29, 27, 16, 13, 0, 0]",regionshuffle,30
S.22,35,20,18,1,[49],regionshuffle,30
S.22,36,25,19,1,[6],regionshuffle,30
S.22,37,30,30,4,"[46, 41, 19, 3]",regionshuffle,30
S.22,38,60,60,10,"[59, 44, 37, 11, 9, 9, 8, 8, 0, 0]",regionshuffle,30
S.22,39,50,40,7,"[47, 29, 22, 17, 5, 0, 0]",regionshuffle,30
S.22,40,50,45,10,"[75, 66, 33, 10, 7, 3, 0, 0, 0, 0]",regionshuffle,30
S.22,41,40,35,4,"[57, 31, 26, 6]",regionshuffle,30
S.22,42,80,50,10,"[86, 57, 51, 44, 37, 23, 16, 9, 3, 1]",regionshuffle,30
S.22,43,50,45,7,"[78, 42, 39, 30, 9, 5, 1]",regionshuffle,30
S.22,44,40,50,4,"[70, 14, 13, 1]",regionshuffle,30
S.22,45,50,50,7,"[46, 24, 17, 9, 2, 0, 0]",regionshuffle,30
S.22,46,30,15,1,[0],regionshuffle,30
S.22,47,30,10,1,[2],regionshuffle,30
S.22,48,50,45,7,"[70, 61, 13, 2, 2, 1, 0]",regionshuffle,30
S.22,49,40,30,4,"[0, 0, 0, 0]",regionshuffle,30
S.22,50,80,45,10,"[78, 70, 61, 59, 57, 39, 23, 13, 5, 1]",regionshuffle,30
S.22,51,60,45,10,"[59, 44, 37, 11, 9, 9, 8, 8, 0, 0]",regionshuffle,30
S.22,52,50,40,7,"[91, 49, 47, 18, 11, 5, 0]",regionshuffle,30
S.22,53,60,45,7,"[80, 36, 36, 14, 2, 2, 0]",regionshuffle,30
S.22,54,30,10,1,[5],regionshuffle,30
S.22,55,50,45,7,"[80, 36, 24, 16, 7, 5, 0]",regionshuffle,30
S.22,56,50,45,7,"[86, 46, 41, 19, 12, 3, 3]",regionshuffle,30
S.22,57,80,48,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.22,58,25,10,1,[80],regionshuffle,30
S.22,59,40,30,4,"[27, 21, 1, 0]",regionshuffle,30
S.22,60,40,25,4,"[66, 49, 31, 1]",regionshuffle,30
S.23,31,35,20,4,"[46, 20, 0, 0]",regionshuffle,30
S.23,32,0,10,1,[1],regionshuffle,30
S.23,33,15,15,4,"[66, 44, 1, 1]",regionshuffle,30
S.23,34,60,60,10,"[91, 57, 5, 1, 0, 0, 0, 0, 0, 0]",regionshuffle,30
S.23,35,50,50,7,"[97, 64, 25, 21, 3, 0, 0]",regionshuffle,30
S.23,36,0,5,1,[6],regionshuffle,30
S.23,37,60,60,10,"[94, 88, 47, 21, 19, 14, 5, 0, 0, 0]",regionshuffle,30
S.23,38,60,60,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.23,39,60,60,10,"[91, 91, 78, 51, 15, 14, 5, 3, 2, 1]",regionshuffle,30
S.23,40,5,5,1,[13],regionshuffle,30
S.23,41,3,5,1,[13],regionshuffle,30
S.23,42,15,15,4,"[64, 25, 21, 0]",regionshuffle,30
S.23,43,10,51,4,"[20, 16, 9, 0]",regionshuffle,30
S.23,44,60,60,10,"[94, 94, 80, 41, 31, 23, 15, 13, 4, 0]",regionshuffle,30
S.23,45,10,15,4,"[100, 55, 37, 2]",regionshuffle,30
S.23,46,10,15,4,"[64, 9, 7, 2]",regionshuffle,30
S.23,47,50,50,7,"[94, 61, 3, 2, 1, 0, 0]",regionshuffle,30
S.23,48,15,15,4,"[75, 42, 27, 5]",regionshuffle,30
S.23,49,15,15,4,"[27, 9, 1, 0]",regionshuffle,30
S.23,50,60,60,10,"[100, 55, 37, 22, 9, 8, 7, 4, 2, 0]",regionshuffle,30
S.23,51,15,15,4,"[42, 22, 11, 7]",regionshuffle,30
S.23,52,50,50,7,"[94, 20, 7, 3, 0, 0, 0]",regionshuffle,30
S.23,53,10,15,4,"[83, 80, 61, 55]",regionshuffle,30
S.23,54,2,5,1,[9],regionshuffle,30
S.23,55,50,50,7,"[31, 21, 6, 4, 1, 0, 0]",regionshuffle,30
S.23,56,50,50,7,"[53, 47, 26, 12, 7, 1, 1]",regionshuffle,30
S.23,57,5,5,1,[46],regionshuffle,30
S.23,58,60,60,10,"[88, 70, 30, 13, 5, 5, 5, 4, 0, 0]",regionshuffle,30
S.23,59,5,5,1,[1],regionshuffle,30
S.23,60,5,5,1,[80],regionshuffle,30
S.24,31,55,60,7,"[23, 3, 2, 1, 0, 0, 0]",regionshuffle,30
S.24,32,1,1,1,[22],regionshuffle,30
S.24,33,40,40,4,"[23, 21, 6, 2]",regionshuffle,30
S.24,34,45,50,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.24,35,50,60,7,"[46, 33, 18, 13, 4, 1, 0]",regionshuffle,30
S.24,36,2,1,1,[36],regionshuffle,30
S.24,37,40,50,4,"[49, 44, 13, 3]",regionshuffle,30
S.24,38,40,40,4,"[57, 31, 26, 3]",regionshuffle,30
S.24,39,50,60,10,"[51, 39, 33, 29, 11, 7, 3, 1, 0, 0]",regionshuffle,30
S.24,40,55,40,7,"[73, 31, 21, 17, 3, 1, 0]",regionshuffle,30
S.24,41,1,1,1,[46],regionshuffle,30
S.24,42,40,45,4,"[46, 41, 19, 3]",regionshuffle,30
S.24,43,50,75,10,"[78, 70, 61, 59, 57, 39, 23, 13, 5, 1]",regionshuffle,30
S.24,44,2,1,1,[17],regionshuffle,30
S.24,45,40,50,4,"[88, 31, 1, 0]",regionshuffle,30
S.24,46,1,1,1,[33],regionshuffle,30
S.24,47,1,1,1,[5],regionshuffle,30
S.24,48,50,65,7,"[86, 46, 41, 19, 12, 3, 3]",regionshuffle,30
S.24,49,40,55,4,"[46, 20, 0, 0]",regionshuffle,30
S.24,50,50,80,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.24,51,40,45,4,"[61, 59, 0, 0]",regionshuffle,30
S.24,52,55,60,7,"[88, 88, 78, 27, 7, 0, 0]",regionshuffle,30
S.24,53,50,78,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.24,54,1,1,1,[1],regionshuffle,30
S.24,55,40,46,4,"[44, 26, 9, 1]",regionshuffle,30
S.24,56,1,1,1,[5],regionshuffle,30
S.24,57,1,1,1,[13],regionshuffle,30
S.24,58,1,1,1,[59],regionshuffle,30
S.24,59,50,67,10,"[78, 70, 66, 36, 13, 8, 3, 1, 1, 0]",regionshuffle,30
S.24,60,40,45,4,"[2, 1, 0, 0]",regionshuffle,30
S.25,31,80,60,7,"[47, 29, 26, 17, 5, 0, 0]",regionshuffle,30
S.25,32,50,40,4,"[37, 8, 0, 0]",regionshuffle,30
S.25,33,5,25,1,[5],regionshuffle,30
S.25,34,5,10,1,[91],regionshuffle,30
S.25,35,90,75,10,"[78, 70, 66, 36, 13, 8, 3, 1, 1, 0]",regionshuffle,30
S.25,36,5,100,1,[64],regionshuffle,30
S.25,37,75,70,7,"[78, 75, 47, 27, 8, 3, 1]",regionshuffle,30
S.25,38,75,90,10,"[23, 14, 4, 2, 2, 1, 1, 0, 0, 0]",regionshuffle,30
S.25,39,80,80,10,"[80, 42, 37, 24, 22, 9, 8, 7, 0, 0]",regionshuffle,30
S.25,40,75,75,10,"[68, 64, 39, 27, 19, 5, 2, 2, 1, 0]",regionshuffle,30
S.25,41,75,60,10,"[83, 64, 55, 51, 37, 16, 3, 1, 0, 0]",regionshuffle,30
S.25,42,50,25,4,"[68, 39, 27, 2]",regionshuffle,30
S.25,43,5,5,1,[0],regionshuffle,30
S.25,44,80,55,10,"[91, 91, 78, 51, 15, 14, 5, 3, 2, 1]",regionshuffle,30
S.25,45,75,76,10,"[51, 39, 33, 29, 11, 7, 3, 1, 0, 0]",regionshuffle,30
S.25,46,30,4,4,"[97, 61, 11, 0]",regionshuffle,30
S.25,47,80,56,7,"[83, 66, 14, 0, 0, 0, 0]",regionshuffle,30
S.25,48,75,77,10,"[91, 59, 49, 16, 13, 10, 2, 0, 0, 0]",regionshuffle,30
S.25,49,75,87,10,"[100, 94, 26, 21, 9, 2, 1, 1, 0, 0]",regionshuffle,30
S.25,50,75,23,10,"[91, 57, 5, 1, 0, 0, 0, 0, 0, 0]",regionshuffle,30
S.25,51,75,36,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.25,52,75,53,7,"[83, 37, 16, 8, 2, 2, 0]",regionshuffle,30
S.25,53,75,75,10,"[91, 83, 73, 66, 61, 47, 7, 3, 1, 0]",regionshuffle,30
S.25,54,50,32,4,"[23, 21, 6, 2]",regionshuffle,30
S.25,55,75,35,10,"[78, 70, 61, 59, 57, 39, 23, 13, 5, 1]",regionshuffle,30
S.25,56,75,67,7,"[46, 33, 18, 13, 4, 1, 0]",regionshuffle,30
S.25,57,80,82,10,"[91, 80, 53, 21, 13, 5, 4, 0, 0, 0]",regionshuffle,30
S.25,58,75,65,10,"[88, 57, 15, 11, 9, 6, 3, 0, 0, 0]",regionshuffle,30
S.25,59,5,12,1,[59],regionshuffle,30
S.25,60,80,95,7,"[86, 46, 41, 19, 12, 3, 3]",regionshuffle,30
S.26,31,1,1,1,[6],regionshuffle,30
S.26,32,1,1,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.26,33,1,1,10,"[91, 30, 13, 10, 2, 1, 0, 0, 0, 0]",regionshuffle,30
S.26,34,1,1,10,"[51, 39, 33, 29, 11, 7, 3, 1, 0, 0]",regionshuffle,30
S.26,35,1,1,7,"[78, 42, 39, 30, 9, 5, 1]",regionshuffle,30
S.26,36,1,1,10,"[83, 57, 30, 8, 1, 0, 0, 0, 0, 0]",regionshuffle,30
S.26,37,1,1,1,[0],regionshuffle,30
S.26,38,1,1,1,[5],regionshuffle,30
S.26,39,1,1,1,[1],regionshuffle,30
S.26,40,1,1,1,[14],regionshuffle,30
S.26,41,1,1,10,"[94, 94, 80, 41, 31, 23, 15, 13, 4, 0]",regionshuffle,30
S.26,42,1,1,1,[14],regionshuffle,30
S.26,43,1,1,4,"[2, 1, 0, 0]",regionshuffle,30
S.26,44,1,1,1,[14],regionshuffle,30
S.26,45,1,1,1,[1],regionshuffle,30
S.26,46,1,1,4,"[61, 47, 27, 22]",regionshuffle,30
S.26,47,1,1,4,"[49, 24, 2, 1]",regionshuffle,30
S.26,48,1,1,10,"[97, 51, 42, 34, 26, 18, 16, 15, 10, 6]",regionshuffle,30
S.26,49,1,1,7,"[80, 59, 10, 7, 7, 5, 1]",regionshuffle,30
S.26,50,1,1,10,"[23, 14, 4, 2, 2, 1, 1, 0, 0, 0]",regionshuffle,30
S.26,51,1,1,1,[6],regionshuffle,30
S.26,52,1,1,7,"[46, 26, 13, 6, 0, 0, 0]",regionshuffle,30
S.26,53,1,1,10,"[100, 68, 49, 46, 7, 6, 6, 3, 0, 0]",regionshuffle,30
S.26,54,1,1,10,"[86, 22, 21, 20, 15, 13, 12, 2, 1, 0]",regionshuffle,30
S.26,55,1,1,1,[0],regionshuffle,30
S.26,56,1,1,7,"[27, 21, 17, 13, 3, 2, 1]",regionshuffle,30
S.26,57,1,0,1,[9],regionshuffle,30
S.26,58,1,1,1,[0],regionshuffle,30
S.26,59,1,1,1,[5],regionshuffle,30
S.26,60,1,1,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.27,31,60,40,10,"[100, 94, 26, 21, 9, 2, 1, 1, 0, 0]",regionshuffle,30
S.27,32,30,50,4,"[57, 31, 26, 3]",regionshuffle,30
S.27,33,40,40,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.27,34,40,50,7,"[68, 51, 37, 33, 20, 9, 7]",regionshuffle,30
S.27,35,50,60,7,"[88, 30, 18, 13, 1, 0, 0]",regionshuffle,30
S.27,36,50,70,10,"[83, 64, 55, 51, 37, 16, 3, 1, 0, 0]",regionshuffle,30
S.27,37,20,80,1,[2],regionshuffle,30
S.27,38,50,70,4,"[49, 44, 13, 3]",regionshuffle,30
S.27,39,60,50,10,"[100, 94, 86, 66, 47, 46, 42, 2, 2, 1]",regionshuffle,30
S.27,40,30,30,1,[49],regionshuffle,30
S.27,41,60,40,10,"[75, 66, 44, 33, 10, 10, 1, 1, 0, 0]",regionshuffle,30
S.27,42,30,50,7,"[86, 46, 41, 19, 12, 3, 3]",regionshuffle,30
S.27,43,50,60,10,"[83, 64, 55, 51, 37, 16, 3, 1, 0, 0]",regionshuffle,30
S.27,44,30,50,4,"[47, 46, 1, 0]",regionshuffle,30
S.27,45,20,60,1,[0],regionshuffle,30
S.27,46,30,30,4,"[94, 29, 0, 0]",regionshuffle,30
S.27,47,30,40,4,"[57, 31, 26, 3]",regionshuffle,30
S.27,48,20,50,4,"[18, 17, 0, 0]",regionshuffle,30
S.27,49,50,40,10,"[100, 55, 49, 42, 22, 11, 7, 4, 4, 2]",regionshuffle,30
S.27,50,30,30,7,"[59, 15, 9, 2, 0, 0, 0]",regionshuffle,30
S.27,51,30,40,4,"[100, 70, 37, 20]",regionshuffle,30
S.27,52,50,50,4,"[9, 9, 1, 0]",regionshuffle,30
S.27,53,30,30,4,"[75, 42, 27, 5]",regionshuffle,30
S.27,54,30,40,4,"[30, 27, 13, 6]",regionshuffle,30
S.27,55,20,30,1,[0],regionshuffle,30
S.27,56,30,50,4,"[49, 44, 13, 3]",regionshuffle,30
S.27,57,30,40,4,"[68, 59, 34, 0]",regionshuffle,30
S.27,58,40,50,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.27,59,50,60,10,"[78, 70, 61, 59, 57, 39, 23, 13, 5, 1]",regionshuffle,30
S.27,60,40,70,7,"[78, 42, 39, 30, 9, 5, 1]",regionshuffle,30
S.28,31,15,10,4,"[44, 26, 9, 1]",regionshuffle,30
S.28,32,10,10,7,"[75, 29, 27, 16, 13, 0, 0]",regionshuffle,30
S.28,33,15,12,4,"[97, 61, 11, 0]",regionshuffle,30
S.28,34,10,12,7,"[100, 91, 61, 9, 6, 4, 3]",regionshuffle,30
S.28,35,10,10,7,"[46, 33, 18, 13, 4, 1, 0]",regionshuffle,30
S.28,36,10,10,10,"[100, 73, 49, 42, 22, 11, 7, 4, 4, 2]",regionshuffle,30
S.28,37,15,10,4,"[80, 6, 2, 2]",regionshuffle,30
S.28,38,15,12,1,[91],regionshuffle,30
S.28,39,15,10,1,[0],regionshuffle,30
S.28,40,10,10,7,"[78, 59, 33, 25, 7, 1, 1]",regionshuffle,30
S.28,41,10,10,10,"[41, 41, 14, 14, 8, 2, 1, 0, 0, 0]",regionshuffle,30
S.28,42,15,10,4,"[42, 39, 30, 9]",regionshuffle,30
S.28,43,10,10,10,"[100, 94, 78, 66, 47, 24, 21, 15, 9, 7]",regionshuffle,30
S.28,44,15,1,1,[5],regionshuffle,30
S.28,45,10,10,10,"[80, 24, 23, 16, 7, 5, 5, 1, 0, 0]",regionshuffle,30
S.28,46,15,1,1,[80],regionshuffle,30
S.28,47,10,15,10,"[91, 70, 36, 13, 4, 2, 1, 1, 0, 0]",regionshuffle,30
S.28,48,15,5,4,"[78, 5, 2, 0]",regionshuffle,30
S.28,49,15,5,1,[3],regionshuffle,30
S.28,50,15,5,1,[0],regionshuffle,30
S.28,51,15,10,4,"[55, 8, 7, 0]",regionshuffle,30
S.28,52,10,10,7,"[94, 78, 51, 2, 1, 1, 0]",regionshuffle,30
S.28,53,10,10,10,"[59, 44, 37, 11, 9, 9, 8, 8, 0, 0]",regionshuffle,30
S.28,54,15,5,4,"[68, 59, 34, 0]",regionshuffle,30
S.28,55,15,5,4,"[88, 57, 11, 6]",regionshuffle,30
S.28,56,15,5,1,[0],regionshuffle,30
S.28,57,10,15,10,"[94, 94, 94, 70, 53, 39, 0, 0, 0, 0]",regionshuffle,30
S.28,58,15,5,1,[46],regionshuffle,30
S.28,59,15,5,4,"[27, 9, 1, 0]",regionshuffle,30
S.28,60,15,5,1,[59],regionshuffle,30
S.29,31,15,25,1,[80],regionshuffle,30
S.29,32,25,25,1,[5],regionshuffle,30
S.29,33,25,25,4,"[44, 26, 9, 1]",regionshuffle,30
S.29,34,8,90,10,"[91, 88, 57, 5, 1, 0, 0, 0, 0, 0]",regionshuffle,30
S.29,35,25,23,4,"[78, 5, 2, 0]",regionshuffle,30
S.29,36,25,26,4,"[37, 25, 21, 1]",regionshuffle,30
S.29,37,16,15,7,"[68, 55, 23, 20, 19, 0, 0]",regionshuffle,30
S.29,38,25,24,4,"[61, 42, 3, 0]",regionshuffle,30
S.29,39,25,100,4,"[7, 6, 4, 0]",regionshuffle,30
S.29,40,25,98,4,"[10, 7, 6, 5]",regionshuffle,30
S.29,41,10,100,1,[0],regionshuffle,30
S.29,42,10,15,10,"[91, 80, 21, 13, 11, 4, 0, 0, 0, 0]",regionshuffle,30
S.29,43,20,50,4,"[57, 31, 26, 3]",regionshuffle,30
S.29,44,25,25,1,[5],regionshuffle,30
S.29,45,16,12,7,"[75, 17, 17, 15, 2, 0, 0]",regionshuffle,30
S.29,46,25,20,4,"[41, 15, 7, 0]",regionshuffle,30
S.29,47,6,11,10,"[78, 37, 34, 27, 18, 12, 2, 1, 0, 0]",regionshuffle,30
S.29,48,25,22,4,"[75, 29, 5, 1]",regionshuffle,30
S.29,49,18,12,7,"[49, 49, 23, 17, 4, 2, 2]",regionshuffle,30
S.29,50,18,15,7,"[80, 36, 29, 27, 24, 16, 0]",regionshuffle,30
S.29,51,10,12,10,"[86, 73, 47, 29, 14, 2, 1, 1, 0, 0]",regionshuffle,30
S.29,52,8,14,10,"[41, 41, 14, 14, 8, 2, 1, 0, 0, 0]",regionshuffle,30
S.29,53,10,45,1,[5],regionshuffle,30
S.29,54,10,30,1,[27],regionshuffle,30
S.29,55,12,11,10,"[100, 55, 49, 37, 22, 11, 7, 7, 4, 2]",regionshuffle,30
S.29,56,20,25,1,[9],regionshuffle,30
S.29,57,12,20,1,[91],regionshuffle,30
S.29,58,6,20,10,"[94, 46, 16, 13, 10, 2, 0, 0, 0, 0]",regionshuffle,30
S.29,59,8,12,10,"[86, 75, 47, 42, 23, 13, 10, 5, 0, 0]",regionshuffle,30
S.29,60,5,10,10,"[68, 66, 49, 18, 16, 9, 6, 2, 2, 0]",regionshuffle,30
S.3,31,35,31,1,[13],regionshuffle,30
S.3,32,65,82,10,"[91, 73, 59, 22, 8, 7, 1, 0, 0, 0]",regionshuffle,30
S.3,33,40,34,1,[5],regionshuffle,30
S.3,34,83,85,10,"[59, 44, 37, 11, 9, 9, 8, 8, 0, 0]",regionshuffle,30
S.3,35,72,83,10,"[53, 34, 31, 21, 20, 6, 4, 1, 0, 0]",regionshuffle,30
S.3,36,32,35,1,[0],regionshuffle,30
S.3,37,21,28,1,[57],regionshuffle,30
S.3,38,52,32,1,[0],regionshuffle,30
S.3,39,82,73,10,"[91, 83, 73, 66, 61, 47, 7, 3, 1, 0]",regionshuffle,30
S.3,40,46,62,1,[0],regionshuffle,30
S.3,41,68,49,7,"[46, 19, 9, 3, 0, 0, 0]",regionshuffle,30
S.3,42,59,58,4,"[68, 59, 34, 0]",regionshuffle,30
S.3,43,24,53,1,[49],regionshuffle,30
S.3,44,28,42,1,[9],regionshuffle,30
S.3,45,42,57,4,"[57, 31, 26, 3]",regionshuffle,30
S.3,46,37,42,1,[5],regionshuffle,30
S.3,47,73,75,7,"[73, 41, 4, 4, 3, 3, 2]",regionshuffle,30
S.3,48,25,43,1,[2],regionshuffle,30
S.3,49,45,65,10,"[91, 73, 59, 22, 8, 7, 1, 0, 0, 0]",regionshuffle,30
S.3,50,26,45,4,"[75, 42, 27, 5]",regionshuffle,30
S.3,51,58,54,4,"[61, 47, 27, 22]",regionshuffle,30
S.3,52,45,82,10,"[83, 66, 55, 37, 16, 14, 3, 1, 0, 0]",regionshuffle,30
S.3,53,36,68,1,[0],regionshuffle,30
S.3,54,78,84,10,"[91, 83, 73, 66, 61, 47, 7, 3, 1, 0]",regionshuffle,30
S.3,55,14,68,4,"[91, 22, 0, 0]",regionshuffle,30
S.3,56,46,84,1,[0],regionshuffle,30
S.3,57,28,32,1,[1],regionshuffle,30
S.3,58,63,53,4,"[23, 21, 6, 2]",regionshuffle,30
S.3,59,45,84,10,"[100, 55, 37, 22, 9, 8, 7, 4, 2, 0]",regionshuffle,30
S.3,60,63,73,4,"[9, 9, 1, 0]",regionshuffle,30
S.30,31,35,35,4,"[25, 18, 4, 0]",regionshuffle,30
S.30,32,25,25,4,"[19, 12, 5, 0]",regionshuffle,30
S.30,33,45,45,10,"[59, 44, 37, 11, 9, 9, 8, 8, 0, 0]",regionshuffle,30
S.30,34,50,45,10,"[70, 66, 59, 31, 23, 12, 2, 0, 0, 0]",regionshuffle,30
S.30,35,55,45,10,"[91, 57, 5, 1, 0, 0, 0, 0, 0, 0]",regionshuffle,30
S.30,36,35,35,7,"[78, 42, 39, 30, 9, 5, 1]",regionshuffle,30
S.30,37,35,35,7,"[34, 24, 15, 10, 8, 6, 0]",regionshuffle,30
S.30,38,50,45,10,"[41, 41, 14, 14, 8, 2, 1, 0, 0, 0]",regionshuffle,30
S.30,39,53,35,7,"[57, 57, 49, 24, 4, 1, 0]",regionshuffle,30
S.30,40,35,25,4,"[13, 1, 0, 0]",regionshuffle,30
S.30,41,45,45,10,"[86, 75, 47, 42, 23, 13, 10, 5, 0, 0]",regionshuffle,30
S.30,42,50,45,10,"[59, 59, 47, 31, 25, 3, 2, 1, 0, 0]",regionshuffle,30
S.30,43,55,45,10,"[66, 61, 41, 31, 29, 16, 10, 10, 7, 1]",regionshuffle,30
S.30,44,35,35,7,"[47, 29, 26, 17, 5, 0, 0]",regionshuffle,30
S.30,45,35,35,7,"[33, 10, 10, 5, 1, 1, 0]",regionshuffle,30
S.30,46,30,25,4,"[6, 3, 2, 0]",regionshuffle,30
S.30,47,25,20,4,"[34, 13, 7, 0]",regionshuffle,30
S.30,48,45,45,10,"[49, 34, 25, 15, 6, 4, 1, 0, 0, 0]",regionshuffle,30
S.30,49,15,10,1,[10],regionshuffle,30
S.30,50,15,7,1,[75],regionshuffle,30
S.30,51,25,7,1,[9],regionshuffle,30
S.30,52,10,18,4,"[97, 34, 4, 0]",regionshuffle,30
S.30,53,35,20,4,"[97, 29, 0, 0]",regionshuffle,30
S.30,54,55,43,10,"[61, 59, 55, 25, 4, 4, 4, 0, 0, 0]",regionshuffle,30
S.30,55,45,45,10,"[86, 22, 21, 20, 15, 13, 12, 2, 1, 0]",regionshuffle,30
S.30,56,35,35,7,"[44, 30, 27, 14, 13, 9, 0]",regionshuffle,30
S.30,57,55,45,10,"[47, 29, 26, 22, 17, 13, 5, 3, 0, 0]",regionshuffle,30
S.30,58,15,4,1,[1],regionshuffle,30
S.30,59,35,22,4,"[66, 49, 31, 1]",regionshuffle,30
