round,participantID,cost,demand,order,price,profit,sales,mode
23,73,3,12,150,12,-306,12,intrinsic
24,73,3,167,200,12,1404,167,intrinsic
25,73,3,146,120,12,1080,120,intrinsic
26,73,3,87,150,12,594,87,intrinsic
27,73,3,180,150,12,1350,150,intrinsic
28,73,3,188,150,12,1350,150,intrinsic
29,73,3,77,200,12,324,77,intrinsic
30,73,3,80,150,12,510,80,intrinsic
1,75,9,210,150,12,450,150,intrinsic
2,75,9,157,200,12,84,157,intrinsic
3,75,9,172,150,12,450,150,intrinsic
4,75,9,80,150,12,-390,80,intrinsic
5,75,9,82,150,12,-366,82,intrinsic
6,75,9,236,175,12,525,175,intrinsic
7,75,9,2,150,12,-1326,2,intrinsic
8,75,9,233,150,12,450,150,intrinsic
9,75,9,244,120,12,360,120,intrinsic
10,75,9,208,180,12,540,180,intrinsic
12,75,9,122,150,12,114,122,intrinsic
13,75,9,252,150,12,450,150,intrinsic
14,75,9,240,150,12,450,150,intrinsic
15,75,9,107,150,12,-66,107,intrinsic
16,75,3,281,150,12,1350,150,intrinsic
17,75,3,260,180,12,1620,180,intrinsic
18,75,3,13,200,12,-444,13,intrinsic
19,75,3,275,150,12,1350,150,intrinsic
20,75,3,106,150,12,822,106,intrinsic
21,75,3,155,180,12,1320,155,intrinsic
22,75,3,233,130,12,1170,130,intrinsic
23,75,3,12,150,12,-306,12,intrinsic
24,75,3,167,150,12,1350,150,intrinsic
25,75,3,146,200,12,1152,146,intrinsic
26,75,3,87,185,12,489,87,intrinsic
27,75,3,180,220,12,1500,180,intrinsic
28,75,3,188,150,12,1350,150,intrinsic
29,75,3,77,150,12,474,77,intrinsic
30,75,3,80,150,12,510,80,intrinsic
1,76,3,281,150,12,1350,150,intrinsic
2,76,3,260,150,12,1350,150,intrinsic
4,76,3,275,150,12,1350,150,intrinsic
5,76,3,106,150,12,822,106,intrinsic
6,76,3,155,175,12,1335,155,intrinsic
7,76,3,233,150,12,1350,150,intrinsic
8,76,3,12,150,12,-306,12,intrinsic
9,76,3,167,150,12,1350,150,intrinsic
10,76,3,146,100,12,900,100,intrinsic
11,76,3,87,150,12,594,87,intrinsic
12,76,3,180,150,12,1350,150,intrinsic
13,76,3,188,150,12,1350,150,intrinsic
14,76,3,77,180,12,384,77,intrinsic
15,76,3,80,180,12,420,80,intrinsic
16,76,9,210,200,12,600,200,intrinsic
17,76,9,157,150,12,450,150,intrinsic
18,76,9,172,150,12,450,150,intrinsic
19,76,9,80,150,12,-390,80,intrinsic
20,76,9,82,150,12,-366,82,intrinsic
21,76,9,236,175,12,525,175,intrinsic
22,76,9,2,150,12,-1326,2,intrinsic
23,76,9,233,150,12,450,150,intrinsic
24,76,9,244,140,12,420,140,intrinsic
25,76,9,208,150,12,450,150,intrinsic
26,76,9,9,200,12,-1692,9,intrinsic
27,76,9,122,200,12,-336,122,intrinsic
28,76,9,252,150,12,450,150,intrinsic
29,76,9,240,150,12,450,150,intrinsic
30,76,9,107,150,12,-66,107,intrinsic
1,78,3,281,150,12,1350,150,intrinsic
2,78,3,260,150,12,1350,150,intrinsic
3,78,3,13,210,12,-474,13,intrinsic
4,78,3,275,175,12,1575,175,intrinsic
5,78,3,106,150,12,822,106,intrinsic
6,78,3,155,200,12,1260,155,intrinsic
7,78,3,233,200,12,1800,200,intrinsic
8,78,3,12,120,12,-216,12,intrinsic
9,78,3,167,150,12,1350,150,intrinsic
10,78,3,146,150,12,1302,146,intrinsic
11,78,3,87,200,12,444,87,intrinsic
12,78,3,180,150,12,1350,150,intrinsic
13,78,3,188,150,12,1350,150,intrinsic
14,78,3,77,120,12,564,77,intrinsic
15,78,3,80,180,12,420,80,intrinsic
16,78,9,210,150,12,450,150,intrinsic
17,78,9,157,180,12,264,157,intrinsic
18,78,9,172,150,12,450,150,intrinsic
19,78,9,80,120,12,-120,80,intrinsic
20,78,9,82,150,12,-366,82,intrinsic
21,78,9,236,150,12,450,150,intrinsic
22,78,9,2,150,12,-1326,2,intrinsic
23,78,9,233,150,12,450,150,intrinsic
24,78,9,244,198,12,594,198,intrinsic
25,78,9,208,150,12,450,150,intrinsic
26,78,9,9,150,12,-1242,9,intrinsic
27,78,9,122,200,12,-336,122,intrinsic
28,78,9,252,150,12,450,150,intrinsic
29,78,9,240,150,12,450,150,intrinsic
30,78,9,107,150,12,-66,107,intrinsic
1,79,9,210,150,12,450,150,intrinsic
2,79,9,157,150,12,450,150,intrinsic
3,79,9,172,250,12,-186,172,intrinsic
4,79,9,80,200,12,-840,80,intrinsic
5,79,9,82,150,12,-366,82,intrinsic
6,79,9,236,150,12,450,150,intrinsic
7,79,9,2,150,12,-1326,2,intrinsic
8,79,9,233,140,12,420,140,intrinsic
9,79,9,244,150,12,450,150,intrinsic
10,79,9,208,150,12,450,150,intrinsic
11,79,9,9,150,12,-1242,9,intrinsic
12,79,9,122,180,12,-156,122,intrinsic
13,79,9,252,150,12,450,150,intrinsic
14,79,9,240,180,12,540,180,intrinsic
15,79,9,107,200,12,-516,107,intrinsic
16,79,3,281,150,12,1350,150,intrinsic
17,79,3,260,150,12,1350,150,intrinsic
18,79,3,13,150,12,-294,13,intrinsic
19,79,3,275,180,12,1620,180,intrinsic
20,79,3,106,150,12,822,106,intrinsic
21,79,3,155,150,12,1350,150,intrinsic
22,79,3,233,200,12,1800,200,intrinsic
23,79,3,12,150,12,-306,12,intrinsic
24,79,3,167,150,12,1350,150,intrinsic
25,79,3,146,150,12,1302,146,intrinsic
26,79,3,87,160,12,564,87,intrinsic
27,79,3,180,180,12,1620,180,intrinsic
28,79,3,188,150,12,1350,150,intrinsic
29,79,3,77,150,12,474,77,intrinsic
30,79,3,80,150,12,510,80,intrinsic
1,82,3,281,200,12,1800,200,intrinsic
2,82,3,260,150,12,1350,150,intrinsic
3,82,3,13,150,12,-294,13,intrinsic
4,82,3,275,150,12,1350,150,intrinsic
5,82,3,106,150,12,822,106,intrinsic
6,82,3,155,150,12,1350,150,intrinsic
7,82,3,233,185,12,1665,185,intrinsic
8,82,3,12,150,12,-306,12,intrinsic
9,82,3,167,150,12,1350,150,intrinsic
10,82,3,146,180,12,1212,146,intrinsic
11,82,3,87,150,12,594,87,intrinsic
12,82,3,180,200,12,1560,180,intrinsic
13,82,3,188,150,12,1350,150,intrinsic
14,82,3,77,200,12,324,77,intrinsic
15,82,3,80,150,12,510,80,intrinsic
16,82,9,210,120,12,360,120,intrinsic
17,82,9,157,120,12,360,120,intrinsic
18,82,9,172,150,12,450,150,intrinsic
19,82,9,80,150,12,-390,80,intrinsic
20,82,9,82,150,12,-366,82,intrinsic
21,82,9,236,150,12,450,150,intrinsic
22,82,9,2,140,12,-1236,2,intrinsic
23,82,9,233,150,12,450,150,intrinsic
24,82,9,244,150,12,450,150,intrinsic
25,82,9,208,150,12,450,150,intrinsic
26,82,9,9,150,12,-1242,9,intrinsic
27,82,9,122,150,12,114,122,intrinsic
28,82,9,252,150,12,450,150,intrinsic
29,82,9,240,140,12,420,140,intrinsic
30,82,9,107,150,12,-66,107,intrinsic
1,83,9,210,150,12,450,150,intrinsic
2,83,9,157,150,12,450,150,intrinsic
3,83,9,172,150,12,450,150,intrinsic
4,83,9,80,180,12,-660,80,intrinsic
5,83,9,82,150,12,-366,82,intrinsic
6,83,9,236,150,12,450,150,intrinsic
7,83,9,2,150,12,-1326,2,intrinsic
8,83,9,233,150,12,450,150,intrinsic
9,83,9,244,200,12,600,200,intrinsic
10,83,9,208,200,12,600,200,intrinsic
11,83,9,9,150,12,-1242,9,intrinsic
12,83,9,122,150,12,114,122,intrinsic
13,83,9,252,150,12,450,150,intrinsic
14,83,9,240,150,12,450,150,intrinsic
15,83,9,107,150,12,-66,107,intrinsic
16,83,3,281,150,12,1350,150,intrinsic
17,83,3,260,150,12,1350,150,intrinsic
18,83,3,13,150,12,-294,13,intrinsic
19,83,3,275,150,12,1350,150,intrinsic
20,83,3,106,150,12,822,106,intrinsic
21,83,3,155,150,12,1350,150,intrinsic
22,83,3,233,150,12,1350,150,intrinsic
23,83,3,12,150,12,-306,12,intrinsic
24,83,3,167,150,12,1350,150,intrinsic
25,83,3,146,150,12,1302,146,intrinsic
26,83,3,87,150,12,594,87,intrinsic
27,83,3,180,150,12,1350,150,intrinsic
28,83,3,188,150,12,1350,150,intrinsic
29,83,3,77,150,12,474,77,intrinsic
30,83,3,80,150,12,510,80,intrinsic
1,84,3,281,150,12,1350,150,intrinsic
2,84,3,260,150,12,1350,150,intrinsic
3,84,3,13,150,12,-294,13,intrinsic
4,84,3,275,150,12,1350,150,intrinsic
5,84,3,106,150,12,822,106,intrinsic
6,84,3,155,150,12,1350,150,intrinsic
7,84,3,233,150,12,1350,150,intrinsic
8,84,3,12,170,12,-366,12,intrinsic
9,84,3,167,150,12,1350,150,intrinsic
10,84,3,146,150,12,1302,146,intrinsic
11,84,3,87,170,12,534,87,intrinsic
12,84,3,180,150,12,1350,150,intrinsic
13,84,3,188,150,12,1350,150,intrinsic
14,84,3,77,200,12,324,77,intrinsic
15,84,3,80,150,12,510,80,intrinsic
16,84,9,210,200,12,600,200,intrinsic
17,84,9,157,120,12,360,120,intrinsic
18,84,9,172,150,12,450,150,intrinsic
19,84,9,80,150,12,-390,80,intrinsic
20,84,9,82,150,12,-366,82,intrinsic
21,84,9,236,150,12,450,150,intrinsic
22,84,9,2,150,12,-1326,2,intrinsic
23,84,9,233,150,12,450,150,intrinsic
24,84,9,244,150,12,450,150,intrinsic
25,84,9,208,150,12,450,150,intrinsic
26,84,9,9,150,12,-1242,9,intrinsic
27,84,9,122,150,12,114,122,intrinsic
28,84,9,252,120,12,360,120,intrinsic
29,84,9,240,150,12,450,150,intrinsic
30,84,9,107,200,12,-516,107,intrinsic
1,85,3,281,200,12,1800,200,intrinsic
2,85,3,260,150,12,1350,150,intrinsic
3,85,3,13,150,12,-294,13,intrinsic
4,85,3,275,150,12,1350,150,intrinsic
5,85,3,106,150,12,822,106,intrinsic
6,85,3,155,150,12,1350,150,intrinsic
7,85,3,233,150,12,1350,150,intrinsic
8,85,3,12,185,12,-411,12,intrinsic
9,85,3,167,150,12,1350,150,intrinsic
10,85,3,146,150,12,1302,146,intrinsic
11,85,3,87,200,12,444,87,intrinsic
12,85,3,180,180,12,1620,180,intrinsic
13,85,3,188,200,12,1656,188,intrinsic
14,85,3,77,150,12,474,77,intrinsic
15,85,3,80,120,12,600,80,intrinsic
16,85,9,210,150,12,450,150,intrinsic
17,85,9,157,150,12,450,150,intrinsic
18,85,9,172,150,12,450,150,intrinsic
19,85,9,80,150,12,-390,80,intrinsic
20,85,9,82,160,12,-456,82,intrinsic
21,85,9,236,160,12,480,160,intrinsic
22,85,9,2,150,12,-1326,2,intrinsic
23,85,9,233,150,12,450,150,intrinsic
24,85,9,244,180,12,540,180,intrinsic
25,85,9,208,180,12,540,180,intrinsic
26,85,9,9,150,12,-1242,9,intrinsic
27,85,9,122,150,12,114,122,intrinsic
28,85,9,252,200,12,600,200,intrinsic
29,85,9,240,150,12,450,150,intrinsic
30,85,9,107,150,12,-66,107,intrinsic
1,92,9,210,200,12,600,200,intrinsic
2,92,9,157,150,12,450,150,intrinsic
3,92,9,172,150,12,450,150,intrinsic
4,92,9,80,150,12,-390,80,intrinsic
5,92,9,82,150,12,-366,82,intrinsic
6,92,9,236,150,12,450,150,intrinsic
7,92,9,2,150,12,-1326,2,intrinsic
8,92,9,233,150,12,450,150,intrinsic
9,92,9,244,175,12,525,175,intrinsic
10,92,9,208,150,12,450,150,intrinsic
11,92,9,9,150,12,-1242,9,intrinsic
12,92,9,122,150,12,114,122,intrinsic
13,92,9,252,150,12,450,150,intrinsic
14,92,9,240,200,12,600,200,intrinsic
15,92,9,107,145,12,-21,107,intrinsic
16,92,3,281,230,12,2070,230,intrinsic
17,92,3,260,120,12,1080,120,intrinsic
18,92,3,13,120,12,-204,13,intrinsic
19,92,3,275,150,12,1350,150,intrinsic
20,92,3,106,150,12,822,106,intrinsic
21,92,3,155,170,12,1350,155,intrinsic
22,92,3,233,150,12,1350,150,intrinsic
23,92,3,12,150,12,-306,12,intrinsic
24,92,3,167,150,12,1350,150,intrinsic
25,92,3,146,150,12,1302,146,intrinsic
26,92,3,87,150,12,594,87,intrinsic
27,92,3,180,180,12,1620,180,intrinsic
28,92,3,188,150,12,1350,150,intrinsic
29,92,3,77,200,12,324,77,intrinsic
30,92,3,80,150,12,510,80,intrinsic
1,94,9,210,150,12,450,150,intrinsic
2,94,9,157,150,12,450,150,intrinsic
3,94,9,172,150,12,450,150,intrinsic
4,94,9,80,200,12,-840,80,intrinsic
5,94,9,82,150,12,-366,82,intrinsic
6,94,9,236,150,12,450,150,intrinsic
7,94,9,2,150,12,-1326,2,intrinsic
8,94,9,233,180,12,540,180,intrinsic
9,94,9,244,150,12,450,150,intrinsic
10,94,9,208,150,12,450,150,intrinsic
11,94,9,9,150,12,-1242,9,intrinsic
12,94,9,122,150,12,114,122,intrinsic
13,94,9,252,150,12,450,150,intrinsic
14,94,9,240,110,12,330,110,intrinsic
15,94,9,107,150,12,-66,107,intrinsic
16,94,3,281,150,12,1350,150,intrinsic
17,94,3,260,120,12,1080,120,intrinsic
18,94,3,13,200,12,-444,13,intrinsic
19,94,3,275,125,12,1125,125,intrinsic
20,94,3,106,150,12,822,106,intrinsic
21,94,3,155,180,12,1320,155,intrinsic
22,94,3,233,150,12,1350,150,intrinsic
23,94,3,12,150,12,-306,12,intrinsic
24,94,3,167,150,12,1350,150,intrinsic
25,94,3,146,180,12,1212,146,intrinsic
26,94,3,87,150,12,594,87,intrinsic
27,94,3,180,150,12,1350,150,intrinsic
28,94,3,188,200,12,1656,188,intrinsic
29,94,3,77,150,12,474,77,intrinsic
30,94,3,80,150,12,510,80,intrinsic
1,99,9,210,150,12,450,150,intrinsic
2,99,9,157,150,12,450,150,intrinsic
3,99,9,172,150,12,450,150,intrinsic
4,99,9,80,185,12,-705,80,intrinsic
5,99,9,82,150,12,-366,82,intrinsic
6,99,9,236,150,12,450,150,intrinsic
7,99,9,2,200,12,-1776,2,intrinsic
8,99,9,233,150,12,450,150,intrinsic
9,99,9,244,150,12,450,150,intrinsic
10,99,9,208,150,12,450,150,intrinsic
11,99,9,9,150,12,-1242,9,intrinsic
12,99,9,122,150,12,114,122,intrinsic
13,99,9,252,150,12,450,150,intrinsic
14,99,9,240,150,12,450,150,intrinsic
15,99,9,107,150,12,-66,107,intrinsic
16,99,3,281,150,12,1350,150,intrinsic
17,99,3,260,150,12,1350,150,intrinsic
18,99,3,13,150,12,-294,13,intrinsic
19,99,3,275,150,12,1350,150,intrinsic
20,99,3,106,150,12,822,106,intrinsic
21,99,3,155,150,12,1350,150,intrinsic
22,99,3,233,220,12,1980,220,intrinsic
23,99,3,12,150,12,-306,12,intrinsic
24,99,3,167,180,12,1464,167,intrinsic
25,99,3,146,150,12,1302,146,intrinsic
26,99,3,87,120,12,684,87,intrinsic
27,99,3,180,150,12,1350,150,intrinsic
28,99,3,188,150,12,1350,150,intrinsic
29,99,3,77,180,12,384,77,intrinsic
30,99,3,80,150,12,510,80,intrinsic
1,103,9,210,180,12,540,180,intrinsic
2,103,9,157,150,12,450,150,intrinsic
3,103,9,172,120,12,360,120,intrinsic
4,103,9,80,150,12,-390,80,intrinsic
5,103,9,82,150,12,-366,82,intrinsic
6,103,9,236,150,12,450,150,intrinsic
7,103,9,2,150,12,-1326,2,intrinsic
8,103,9,233,120,12,360,120,intrinsic
9,103,9,244,150,12,450,150,intrinsic
10,103,9,208,150,12,450,150,intrinsic
11,103,9,9,150,12,-1242,9,intrinsic
12,103,9,122,150,12,114,122,intrinsic
13,103,9,252,150,12,450,150,intrinsic
14,103,9,240,170,12,510,170,intrinsic
15,103,9,107,150,12,-66,107,intrinsic
16,103,3,281,150,12,1350,150,intrinsic
17,103,3,260,150,12,1350,150,intrinsic
18,103,3,13,180,12,-384,13,intrinsic
19,103,3,275,150,12,1350,150,intrinsic
20,103,3,106,150,12,822,106,intrinsic
21,103,3,155,150,12,1350,150,intrinsic
22,103,3,233,150,12,1350,150,intrinsic
23,103,3,12,150,12,-306,12,intrinsic
24,103,3,167,150,12,1350,150,intrinsic
25,103,3,146,180,12,1212,146,intrinsic
26,103,3,87,150,12,594,87,intrinsic
27,103,3,180,150,12,1350,150,intrinsic
28,103,3,188,120,12,1080,120,intrinsic
29,103,3,77,150,12,474,77,intrinsic
30,103,3,80,150,12,510,80,intrinsic
1,104,9,210,150,12,450,150,intrinsic
2,104,9,157,150,12,450,150,intrinsic
3,104,9,172,180,12,444,172,intrinsic
4,104,9,80,150,12,-390,80,intrinsic
5,104,9,82,200,12,-816,82,intrinsic
6,104,9,236,150,12,450,150,intrinsic
7,104,9,2,180,12,-1596,2,intrinsic
8,104,9,233,150,12,450,150,intrinsic
9,104,9,244,200,12,600,200,intrinsic
10,104,9,208,150,12,450,150,intrinsic
11,104,9,9,125,12,-1017,9,intrinsic
12,104,9,122,150,12,114,122,intrinsic
13,104,9,252,150,12,450,150,intrinsic
14,104,9,240,200,12,600,200,intrinsic
15,104,9,107,150,12,-66,107,intrinsic
16,104,3,281,180,12,1620,180,intrinsic
17,104,3,260,150,12,1350,150,intrinsic
18,104,3,13,150,12,-294,13,intrinsic
19,104,3,275,150,12,1350,150,intrinsic
20,104,3,106,150,12,822,106,intrinsic
21,104,3,155,150,12,1350,150,intrinsic
22,104,3,233,150,12,1350,150,intrinsic
23,104,3,12,150,12,-306,12,intrinsic
24,104,3,167,150,12,1350,150,intrinsic
25,104,3,146,150,12,1302,146,intrinsic
26,104,3,87,150,12,594,87,intrinsic
27,104,3,180,150,12,1350,150,intrinsic
28,104,3,188,175,12,1575,175,intrinsic
29,104,3,77,150,12,474,77,intrinsic
30,104,3,80,200,12,360,80,intrinsic
1,105,9,210,200,12,600,200,intrinsic
2,105,9,157,150,12,450,150,intrinsic
3,105,9,172,150,12,450,150,intrinsic
4,105,9,80,150,12,-390,80,intrinsic
5,105,9,82,150,12,-366,82,intrinsic
6,105,9,236,150,12,450,150,intrinsic
7,105,9,2,150,12,-1326,2,intrinsic
8,105,9,233,120,12,360,120,intrinsic
9,105,9,244,150,12,450,150,intrinsic
10,105,9,208,150,12,450,150,intrinsic
11,105,9,9,200,12,-1692,9,intrinsic
12,105,9,122,150,12,114,122,intrinsic
13,105,9,252,150,12,450,150,intrinsic
14,105,9,240,150,12,450,150,intrinsic
15,105,9,107,180,12,-336,107,intrinsic
16,105,3,281,150,12,1350,150,intrinsic
17,105,3,260,150,12,1350,150,intrinsic
18,105,3,13,120,12,-204,13,intrinsic
19,105,3,275,150,12,1350,150,intrinsic
20,105,3,106,150,12,822,106,intrinsic
21,105,3,155,200,12,1260,155,intrinsic
22,105,3,233,150,12,1350,150,intrinsic
23,105,3,12,150,12,-306,12,intrinsic
24,105,3,167,180,12,1464,167,intrinsic
25,105,3,146,150,12,1302,146,intrinsic
26,105,3,87,150,12,594,87,intrinsic
27,105,3,180,180,12,1620,180,intrinsic
28,105,3,188,150,12,1350,150,intrinsic
30,105,3,80,150,12,510,80,intrinsic
1,108,3,281,150,12,1350,150,intrinsic
2,108,3,260,150,12,1350,150,intrinsic
3,108,3,13,150,12,-294,13,intrinsic
4,108,3,275,150,12,1350,150,intrinsic
5,108,3,106,150,12,822,106,intrinsic
6,108,3,155,150,12,1350,150,intrinsic
8,108,3,12,170,12,-366,12,intrinsic
9,108,3,167,150,12,1350,150,intrinsic
10,108,3,146,150,12,1302,146,intrinsic
11,108,3,87,150,12,594,87,intrinsic
12,108,3,180,150,12,1350,150,intrinsic
13,108,3,188,120,12,1080,120,intrinsic
14,108,3,77,150,12,474,77,intrinsic
15,108,3,80,180,12,420,80,intrinsic
16,108,9,210,150,12,450,150,intrinsic
17,108,9,157,150,12,450,150,intrinsic
18,108,9,172,150,12,450,150,intrinsic
19,108,9,80,220,12,-1020,80,intrinsic
20,108,9,82,150,12,-366,82,intrinsic
21,108,9,236,150,12,450,150,intrinsic
22,108,9,2,150,12,-1326,2,intrinsic
23,108,9,233,170,12,510,170,intrinsic
24,108,9,244,150,12,450,150,intrinsic
25,108,9,208,150,12,450,150,intrinsic
26,108,9,9,150,12,-1242,9,intrinsic
27,108,9,122,150,12,114,122,intrinsic
28,108,9,252,150,12,450,150,intrinsic
29,108,9,240,150,12,450,150,intrinsic
30,108,9,107,150,12,-66,107,intrinsic
1,110,3,281,150,12,1350,150,intrinsic
2,110,3,260,150,12,1350,150,intrinsic
3,110,3,13,150,12,-294,13,intrinsic
4,110,3,275,150,12,1350,150,intrinsic
5,110,3,106,180,12,732,106,intrinsic
6,110,3,155,200,12,1260,155,intrinsic
7,110,3,233,150,12,1350,150,intrinsic
8,110,3,12,150,12,-306,12,intrinsic
9,110,3,167,150,12,1350,150,intrinsic
10,110,3,146,150,12,1302,146,intrinsic
11,110,3,87,200,12,444,87,intrinsic
12,110,3,180,150,12,1350,150,intrinsic
13,110,3,188,150,12,1350,150,intrinsic
14,110,3,77,150,12,474,77,intrinsic
15,110,3,80,150,12,510,80,intrinsic
16,110,9,210,150,12,450,150,intrinsic
17,110,9,157,150,12,450,150,intrinsic
18,110,9,172,180,12,444,172,intrinsic
19,110,9,80,150,12,-390,80,intrinsic
20,110,9,82,150,12,-366,82,intrinsic
21,110,9,236,180,12,540,180,intrinsic
22,110,9,2,150,12,-1326,2,intrinsic
23,110,9,233,150,12,450,150,intrinsic
24,110,9,244,170,12,510,170,intrinsic
25,110,9,208,150,12,450,150,intrinsic
26,110,9,9,150,12,-1242,9,intrinsic
27,110,9,122,180,12,-156,122,intrinsic
28,110,9,252,160,12,480,160,intrinsic
29,110,9,240,150,12,450,150,intrinsic
30,110,9,107,200,12,-516,107,intrinsic
1,114,9,210,150,12,450,150,intrinsic
2,114,9,157,150,12,450,150,intrinsic
3,114,9,172,150,12,450,150,intrinsic
4,114,9,80,150,12,-390,80,intrinsic
5,114,9,82,150,12,-366,82,intrinsic
6,114,9,236,120,12,360,120,intrinsic
7,114,9,2,220,12,-1956,2,intrinsic
8,114,9,233,150,12,450,150,intrinsic
9,114,9,244,180,12,540,180,intrinsic
10,114,9,208,150,12,450,150,intrinsic
11,114,9,9,150,12,-1242,9,intrinsic
12,114,9,122,220,12,-516,122,intrinsic
13,114,9,252,180,12,540,180,intrinsic
14,114,9,240,150,12,450,150,intrinsic
15,114,9,107,180,12,-336,107,intrinsic
16,114,3,281,150,12,1350,150,intrinsic
17,114,3,260,200,12,1800,200,intrinsic
18,114,3,13,150,12,-294,13,intrinsic
19,114,3,275,150,12,1350,150,intrinsic
20,114,3,106,150,12,822,106,intrinsic
21,114,3,155,150,12,1350,150,intrinsic
22,114,3,233,150,12,1350,150,intrinsic
23,114,3,12,150,12,-306,12,intrinsic
24,114,3,167,120,12,1080,120,intrinsic
25,114,3,146,150,12,1302,146,intrinsic
26,114,3,87,180,12,504,87,intrinsic
27,114,3,180,150,12,1350,150,intrinsic
28,114,3,188,150,12,1350,150,intrinsic
29,114,3,77,150,12,474,77,intrinsic
30,114,3,80,150,12,510,80,intrinsic
1,116,9,210,150,12,450,150,intrinsic
2,116,9,157,150,12,450,150,intrinsic
3,116,9,172,120,12,360,120,intrinsic
4,116,9,80,180,12,-660,80,intrinsic
5,116,9,82,150,12,-366,82,intrinsic
6,116,9,236,150,12,450,150,intrinsic
7,116,9,2,150,12,-1326,2,intrinsic
8,116,9,233,150,12,450,150,intrinsic
9,116,9,244,150,12,450,150,intrinsic
10,116,9,208,150,12,450,150,intrinsic
11,116,9,9,200,12,-1692,9,intrinsic
12,116,9,122,150,12,114,122,intrinsic
13,116,9,252,175,12,525,175,intrinsic
14,116,9,240,150,12,450,150,intrinsic
15,116,9,107,150,12,-66,107,intrinsic
16,116,3,281,150,12,1350,150,intrinsic
17,116,3,260,200,12,1800,200,intrinsic
18,116,3,13,150,12,-294,13,intrinsic
19,116,3,275,150,12,1350,150,intrinsic
20,116,3,106,200,12,672,106,intrinsic
21,116,3,155,200,12,1260,155,intrinsic
22,116,3,233,200,12,1800,200,intrinsic
23,116,3,12,150,12,-306,12,intrinsic
24,116,3,167,200,12,1404,167,intrinsic
25,116,3,146,200,12,1152,146,intrinsic
26,116,3,87,150,12,594,87,intrinsic
27,116,3,180,160,12,1440,160,intrinsic
28,116,3,188,150,12,1350,150,intrinsic
29,116,3,77,200,12,324,77,intrinsic
30,116,3,80,100,12,660,80,intrinsic
1,120,9,210,150,12,450,150,intrinsic
2,120,9,157,150,12,450,150,intrinsic
3,120,9,172,150,12,450,150,intrinsic
4,120,9,80,150,12,-390,80,intrinsic
5,120,9,82,150,12,-366,82,intrinsic
6,120,9,236,150,12,450,150,intrinsic
7,120,9,2,180,12,-1596,2,intrinsic
8,120,9,233,150,12,450,150,intrinsic
9,120,9,244,180,12,540,180,intrinsic
10,120,9,208,150,12,450,150,intrinsic
11,120,9,9,150,12,-1242,9,intrinsic
12,120,9,122,150,12,114,122,intrinsic
13,120,9,252,200,12,600,200,intrinsic
14,120,9,240,120,12,360,120,intrinsic
15,120,9,107,180,12,-336,107,intrinsic
16,120,3,281,180,12,1620,180,intrinsic
17,120,3,260,150,12,1350,150,intrinsic
18,120,3,13,200,12,-444,13,intrinsic
19,120,3,275,150,12,1350,150,intrinsic
20,120,3,106,150,12,822,106,intrinsic
21,120,3,155,150,12,1350,150,intrinsic
22,120,3,233,180,12,1620,180,intrinsic
24,120,3,167,150,12,1350,150,intrinsic
25,120,3,146,150,12,1302,146,intrinsic
26,120,3,87,150,12,594,87,intrinsic
27,120,3,180,175,12,1575,175,intrinsic
28,120,3,188,150,12,1350,150,intrinsic
29,120,3,77,150,12,474,77,intrinsic
30,120,3,80,150,12,510,80,intrinsic
